StudentID,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,NumAbvYear9,NumAbvDiploma,NumProf,Year_02,Year3_Reading_At_Risk
581312809,24,26,30,31,29,30,22,35,5,5,1,4,3,5,2,4,5.74,Male,1,0,0,0,0,0,2,2,114,114,0,0,0,2018,FALSE
640266582,15,19,22,31,29,30,26,45,1,4,1,2,1,3,1,2,5.17,Female,1,0,0,0,0,0,1,1,114,114,1,0,0,2020,FALSE
252877206,22,27,31,32,31,30,43,36,3,4,1,3,3,2,0,4,5.72,Male,1,0,0,0,0,0,2,1,114,114,2,0,0,2018,FALSE
294994565,4,13,22,22,27,31,22,25,3,3,1,2,1,2,2,1,4.94,Female,1,0,0,0,0,0,2,2,101,101,2,1,1,2016,FALSE
980511301,15,19,28,28,28,30,58,43,1,4,1,2,0,4,2,2,4.97,Female,1,0,0,0,0,0,3,2,104,98,2,2,2,2021,FALSE
852414228,18,12,17,16,19,20,20,22,1,0,1,1,1,1,0,1,5.62,Male,1,0,0,0,0,0,1,1,91,89,1,0,0,2021,TRUE
697047730,2,6,9,7,10,21,4,21,0,2,0,2,0,1,0,2,5.45,Male,0,1,0,0,0,1,1,1,103,103,1,0,0,2018,TRUE
275682555,7,13,16,15,17,23,17,31,0,3,0,2,1,1,0,2,4.92,Female,1,0,0,0,0,0,2,1,116,116,2,2,2,2020,TRUE
291930067,10,16,21,15,25,29,47,27,2,3,1,2,2,2,2,2,5.18,Female,1,0,0,0,0,0,3,2,113,102,2,2,1,2021,FALSE
341185560,10,16,20,16,24,22,16,33,0,2,0,2,0,1,1,2,5.54,Female,1,0,0,0,0,0,4,1,97,97,2,2,0,2017,TRUE
475329799,0,16,20,20,24,29,6,24,1,2,0,1,0,2,0,2,4.99,Male,0,1,0,0,0,0,1,1,107,107,2,2,0,2020,FALSE
559836865,11,14,20,21,24,30,22,33,1,3,0,1,1,1,0,2,4.92,Male,1,0,0,0,0,0,2,2,102,102,2,0,1,2016,FALSE
635099140,14,15,19,22,24,27,19,30,2,3,1,2,0,2,1,2,4.90,Female,1,0,0,0,0,0,3,2,103,103,2,2,2,2016,FALSE
987281002,3,7,16,19,20,22,9,24,1,3,0,2,1,2,1,1,4.96,Male,0,0,0,0,1,0,3,1,101,101,2,0,0,2016,TRUE
221938570,10,19,16,16,23,26,11,31,1,4,1,2,2,2,2,1,5.70,Male,1,0,0,0,0,0,1,1,120,120,0,0,0,2018,FALSE
322797586,2,13,19,21,16,23,11,12,2,3,1,1,1,1,1,0,5.57,Male,1,0,0,0,0,0,5,3,95,95,2,0,0,2018,FALSE
824600093,14,14,18,21,26,23,29,39,3,3,1,2,0,2,1,3,5.67,Female,1,0,0,0,0,0,3,3,101,101,2,1,1,2016,FALSE
992810898,8,13,17,15,18,24,20,26,2,2,1,2,2,3,2,2,5.30,Female,0,1,0,0,0,1,2,1,88,88,1,1,1,2018,TRUE
518311966,8,10,19,18,19,22,21,24,2,3,1,2,2,3,0,2,4.81,Male,1,0,0,0,0,0,3,3,112,112,2,0,0,2020,FALSE
379796863,17,16,22,26,30,29,19,34,2,3,2,2,2,3,0,0,5.14,Male,1,0,0,0,0,0,3,1,101,101,1,1,1,2016,FALSE
633142867,12,17,19,25,27,26,29,24,2,2,1,2,1,2,2,1,5.27,Female,1,0,0,0,0,0,4,3,112,112,2,0,1,2018,FALSE
237515532,12,17,19,28,29,30,8,29,1,2,1,1,1,2,2,2,4.90,Female,1,0,0,0,0,0,1,1,114,114,1,0,0,2016,FALSE
538874034,9,15,18,18,23,25,18,34,1,2,1,1,1,1,1,2,5.24,Female,1,0,0,0,0,0,4,1,95,95,2,1,1,2017,FALSE
502646017,8,17,19,15,19,23,17,29,1,2,1,2,1,2,1,2,5.50,Male,0,1,0,0,0,1,3,2,99,99,2,2,2,2020,TRUE
519579122,0,4,11,12,13,26,9,6,1,0,1,1,0,2,0,1,5.31,Male,1,0,0,0,0,0,1,1,105,105,0,0,0,2018,FALSE
702098815,19,24,27,29,28,31,39,44,2,4,2,2,1,0,2,2,5.03,Female,1,0,0,0,0,0,2,1,113,113,2,2,2,2020,FALSE
671496493,13,15,25,25,29,31,21,32,2,4,1,2,0,1,0,2,5.70,Male,1,0,0,0,0,0,2,2,114,114,2,2,2,2016,FALSE
924663967,13,14,21,19,27,30,21,33,3,4,1,2,3,5,1,3,5.37,Female,1,0,0,0,0,0,3,3,116,116,2,0,1,2020,FALSE
467486998,20,21,25,27,30,29,22,47,2,3,2,1,1,4,2,2,4.81,Female,1,0,0,0,0,0,3,3,113,105,2,0,1,2021,FALSE
517499970,18,24,31,29,30,30,30,43,2,4,1,3,1,2,1,2,5.01,Male,1,0,0,0,0,0,1,1,95,95,1,0,0,2020,FALSE
611837111,6,16,19,20,24,28,14,30,3,2,1,1,1,1,1,2,5.33,Female,1,0,0,0,0,0,2,2,108,108,2,0,0,2018,FALSE
960686089,5,15,27,25,28,29,24,33,1,2,1,2,2,4,1,2,5.37,Male,1,0,0,0,0,0,2,1,114,102,2,2,1,2021,FALSE
568508443,8,12,21,22,24,27,32,27,3,2,2,1,2,2,2,2,4.60,Female,1,0,0,0,0,0,2,2,120,120,2,0,2,2018,FALSE
614070766,17,15,19,17,23,27,26,46,2,3,1,2,1,4,2,2,5.81,Male,0,0,0,0,1,0,2,1,91,89,2,2,2,2021,FALSE
688499672,6,7,14,16,19,30,22,34,2,2,1,1,1,2,2,2,5.16,Female,1,0,0,0,0,0,2,2,88,88,2,2,0,2017,FALSE
387425627,4,5,20,27,25,31,12,29,2,5,1,2,0,3,0,3,5.39,Male,1,0,0,0,0,0,2,2,116,116,1,1,1,2016,FALSE
601771451,10,13,21,18,19,27,25,35,2,2,0,2,1,2,1,2,5.09,Female,1,0,0,0,0,0,2,1,94,94,2,1,0,2018,FALSE
781037866,7,11,17,13,19,21,6,19,2,3,1,2,1,2,1,2,5.38,Male,0,1,0,0,0,1,2,2,95,95,2,2,2,2020,TRUE
900029906,9,10,17,10,16,27,17,26,1,3,0,1,1,2,0,3,5.11,Female,1,0,0,0,0,0,2,2,115,115,0,0,0,2018,TRUE
580540909,10,14,20,24,31,31,34,29,1,3,1,2,1,1,0,2,5.37,Female,1,0,0,0,0,0,2,1,95,95,0,0,0,2020,FALSE
840130606,2,10,15,12,15,16,11,7,1,2,0,0,0,1,0,2,5.06,Female,0,1,0,0,0,0,3,3,95,95,2,2,0,2017,FALSE
260638887,7,14,18,16,19,26,4,21,2,4,1,2,3,4,2,2,5.26,Male,0,0,0,0,1,1,2,2,95,95,1,0,0,2017,TRUE
177699689,23,28,30,29,32,29,24,37,1,4,1,3,2,4,0,2,5.44,Male,1,0,0,0,0,0,1,1,101,101,2,0,1,2016,FALSE
385547159,7,11,19,23,26,27,17,24,2,4,1,2,1,2,0,2,5.28,Male,1,0,0,0,0,0,2,2,103,103,2,2,2,2016,FALSE
176907717,9,10,16,20,18,24,16,29,2,3,1,1,2,1,0,1,5.05,Male,1,0,0,0,0,0,2,2,101,101,1,1,0,2016,FALSE
814237432,14,19,24,29,27,27,74,42,3,4,2,2,4,4,2,2,5.35,Female,1,0,0,0,0,0,2,2,117,108,2,1,1,2021,FALSE
188419736,14,17,29,30,28,28,36,40,2,1,1,2,3,2,0,2,4.94,Male,1,0,0,0,0,0,2,1,101,101,2,1,1,2016,FALSE
268245440,8,11,20,22,24,28,6,13,2,2,1,1,1,2,1,2,5.02,Female,1,0,0,0,0,0,2,2,102,102,2,1,0,2020,FALSE
366613779,13,15,18,20,23,25,43,32,3,3,2,2,1,2,0,2,4.88,Male,1,0,0,0,0,0,2,2,102,102,1,0,0,2017,FALSE
628080230,14,12,18,17,21,21,17,45,3,3,1,2,2,3,1,2,4.95,Male,0,0,0,0,1,0,1,1,91,89,2,1,1,2021,TRUE
412610025,16,17,25,21,22,23,27,34,2,2,1,2,1,1,1,2,4.92,Male,1,0,0,0,0,0,3,3,95,95,2,0,0,2018,FALSE
335002292,24,27,28,29,32,29,48,37,4,4,2,2,2,5,2,3,5.42,Male,0,0,1,0,0,0,3,2,101,101,0,0,0,2017,FALSE
628416098,12,16,26,28,31,30,37,38,1,3,1,1,2,3,0,2,5.59,Male,1,0,0,0,0,0,3,1,116,116,2,0,2,2018,FALSE
109315584,8,14,17,16,16,28,25,37,1,2,1,1,0,1,1,1,5.20,Female,1,0,0,0,0,0,4,4,116,116,2,0,0,2020,TRUE
164483145,5,11,20,19,22,26,37,35,3,3,1,1,2,0,1,2,5.34,Female,1,0,0,0,0,0,2,1,120,120,1,1,1,2018,FALSE
757672389,4,7,19,17,18,22,6,2,1,1,1,1,1,1,1,1,4.87,Female,1,0,0,0,0,0,1,1,120,109,2,2,2,2021,TRUE
109928659,9,12,17,18,22,26,23,21,2,2,1,1,2,2,2,2,4.98,Male,1,0,0,0,0,0,3,3,97,97,2,2,1,2018,FALSE
617807188,9,14,19,16,18,17,21,32,1,3,1,2,0,2,1,2,5.18,Male,1,0,0,0,0,0,6,3,91,89,1,1,0,2021,TRUE
993736904,2,12,14,13,15,20,0,-1,2,2,0,1,1,2,1,1,6.10,Male,0,1,0,0,0,1,2,1,95,95,1,0,0,2020,TRUE
200239870,16,10,17,22,25,27,58,32,1,4,1,2,0,4,0,2,5.88,Male,1,0,0,0,0,0,3,2,120,120,2,0,0,2016,FALSE
343970803,8,15,16,16,19,27,17,26,1,2,1,1,2,3,1,1,4.81,Female,1,0,0,0,0,0,2,2,116,116,2,1,2,2020,FALSE
771400433,15,19,27,29,32,32,25,47,2,2,1,1,2,4,1,2,4.68,Female,1,0,0,0,0,0,1,1,95,95,2,2,0,2020,FALSE
376152242,8,10,18,19,29,31,13,31,2,1,1,2,1,2,2,2,4.85,Male,1,0,0,0,0,0,2,2,112,112,2,0,0,2018,FALSE
620298880,11,11,23,23,28,31,14,26,2,2,1,1,1,2,1,2,5.67,Male,1,0,0,0,0,0,2,1,95,95,2,2,2,2020,FALSE
970543197,9,12,20,18,21,20,16,29,1,3,1,2,2,3,2,2,5.82,Male,1,0,0,0,0,0,3,1,91,89,2,2,0,2021,TRUE
716734300,9,8,16,18,19,23,6,27,3,5,2,2,2,4,2,2,5.58,Male,0,1,0,0,0,0,2,2,113,113,2,1,1,2020,TRUE
828588259,7,15,16,14,17,23,12,28,1,2,0,1,1,2,0,2,5.47,Female,0,1,0,0,0,1,3,2,95,95,2,0,0,2018,FALSE
546399053,5,14,19,22,20,30,24,28,2,2,1,2,1,2,2,2,5.14,Female,1,0,0,0,0,0,3,2,117,108,2,2,2,2021,FALSE
931772036,15,22,24,26,26,26,36,33,2,3,2,2,1,2,1,1,5.59,Male,1,0,0,0,0,0,3,1,120,120,2,2,2,2018,FALSE
852701038,5,15,25,17,20,24,11,4,1,2,1,0,1,1,1,1,4.76,Female,0,1,0,0,0,1,5,5,99,99,1,0,0,2020,TRUE
828216101,6,13,24,23,30,32,32,28,1,4,2,2,2,4,2,2,5.19,Male,1,0,0,0,0,0,3,2,114,114,2,2,2,2016,FALSE
537130036,32,26,28,29,30,28,54,33,2,2,2,2,3,2,2,3,4.81,Female,1,0,0,0,0,0,2,1,95,95,2,2,1,2018,FALSE
410168957,27,29,28,30,29,33,30,39,3,5,3,3,4,5,0,3,6.15,Male,1,0,0,0,0,0,1,1,114,114,2,2,1,2018,FALSE
745762146,4,12,16,17,18,25,13,25,2,2,1,1,2,3,2,2,5.17,Female,1,0,0,0,0,0,3,2,120,120,0,0,0,2017,FALSE
291285926,5,13,21,23,23,27,12,17,1,4,1,2,0,2,0,2,5.84,Male,1,0,0,0,0,0,2,1,113,105,2,0,0,2021,FALSE
751656938,20,22,24,22,28,30,40,31,4,5,2,4,5,4,2,2,5.41,Male,1,0,0,0,0,0,1,1,120,120,2,2,2,2016,FALSE
895656843,6,10,19,21,26,27,13,29,3,3,1,2,1,3,1,2,4.96,Male,1,0,0,0,0,0,1,1,95,95,2,1,1,2018,FALSE
346771132,1,14,19,21,23,30,7,10,1,2,1,1,1,2,1,2,5.66,Male,0,0,1,0,0,0,2,2,116,116,2,2,1,2017,FALSE
803603159,3,16,20,17,18,24,12,26,2,1,1,1,0,2,1,2,4.95,Female,1,0,0,0,0,0,1,1,95,95,1,0,0,2017,TRUE
159970239,21,26,29,29,29,29,33,51,3,4,1,3,2,4,2,2,4.85,Male,0,0,1,0,0,1,1,1,95,95,2,2,2,2020,FALSE
570558453,6,6,19,18,19,23,7,13,2,2,1,1,1,1,0,2,4.99,Male,1,0,0,0,0,0,3,2,95,95,1,0,0,2021,TRUE
710986963,13,18,25,27,27,31,25,28,2,3,1,2,1,2,1,2,4.60,Female,1,0,0,0,0,0,2,1,116,116,2,0,2,2018,FALSE
107836684,9,11,17,16,18,26,18,37,4,5,2,2,4,3,2,2,5.15,Male,1,0,0,0,0,0,2,2,90,90,2,1,1,2018,TRUE
640007538,2,8,7,17,17,24,3,22,2,3,1,2,2,2,2,2,5.47,Male,0,0,0,0,1,0,2,1,105,105,2,1,0,2020,TRUE
550935200,2,10,16,9,13,20,6,13,0,3,0,2,1,3,0,2,5.29,Male,0,1,0,0,0,1,2,1,99,99,2,0,0,2020,TRUE
206076321,8,14,22,23,25,30,29,25,2,5,1,2,1,4,2,4,5.07,Female,1,0,0,0,0,0,2,2,115,115,2,0,1,2020,TRUE
287413219,10,16,21,24,22,30,23,37,3,5,1,2,2,4,0,2,5.36,Male,1,0,0,0,0,0,2,2,120,120,1,1,1,2018,FALSE
716635118,13,12,15,20,24,26,17,18,2,0,1,2,1,1,2,2,5.84,Male,0,1,0,0,0,0,3,3,103,103,2,1,2,2020,TRUE
124047971,4,10,18,14,20,24,8,15,2,3,1,2,1,2,1,1,4.96,Male,0,1,0,0,0,0,3,2,95,95,2,0,1,2018,FALSE
559602545,13,12,22,20,22,23,9,24,1,3,1,2,0,3,1,2,4.97,Male,1,0,0,0,0,0,3,2,98,98,2,0,0,2020,FALSE
617533613,2,15,20,20,22,24,13,25,1,2,1,1,1,1,2,2,5.15,Male,0,0,0,1,0,0,2,2,90,90,1,0,0,2017,TRUE
657960930,3,11,20,19,21,27,15,29,2,3,0,2,2,3,2,2,5.65,Female,0,1,0,0,0,0,2,2,115,115,1,0,0,2020,TRUE
726104450,6,16,17,13,16,16,3,8,2,3,1,2,0,3,0,2,5.03,Male,0,1,0,0,0,0,2,2,107,96,2,0,0,2021,TRUE
477286734,5,15,21,19,21,23,3,6,0,2,0,2,1,0,1,2,4.93,Female,1,0,0,0,0,0,1,1,104,104,2,1,2,2017,FALSE
151946528,11,17,23,24,21,28,25,34,4,5,1,2,3,2,1,3,5.46,Male,1,0,0,0,0,0,2,1,97,97,0,0,0,2017,FALSE
300851066,13,19,25,28,29,27,10,30,2,3,1,2,1,2,2,2,4.73,Male,1,0,0,0,0,0,1,1,103,103,0,0,0,2020,TRUE
632857760,11,14,23,25,26,30,23,31,2,2,1,2,1,3,0,2,4.67,Male,1,0,0,0,0,0,2,1,97,97,2,2,1,2017,FALSE
148982638,3,16,17,22,25,29,6,33,0,2,0,1,1,2,1,2,4.94,Female,0,1,0,0,0,1,3,3,110,110,2,0,1,2020,FALSE
927659245,27,33,30,32,30,29,49,46,3,5,1,3,2,2,0,0,5.61,Male,1,0,0,0,0,0,2,1,109,109,2,0,0,2020,FALSE
477508764,8,14,20,20,19,23,15,27,2,2,1,1,1,0,1,1,5.01,Female,1,0,0,0,0,0,2,2,97,97,0,0,0,2016,TRUE
609133373,14,18,20,15,18,27,19,20,2,4,1,2,1,1,1,2,4.96,Female,1,0,0,0,0,0,2,2,104,104,2,2,2,2020,FALSE
667549386,8,14,18,21,30,31,23,29,1,1,0,1,1,1,0,1,5.39,Female,0,1,0,0,0,1,2,1,99,103,2,1,0,2016,FALSE
471904735,14,15,23,23,26,30,22,32,2,2,1,1,1,1,0,2,5.22,Male,0,1,0,0,0,0,1,1,95,93,0,0,0,2021,FALSE
467399506,16,16,22,30,30,29,19,31,3,4,2,2,3,2,2,1,4.88,Male,1,0,0,0,0,0,3,2,101,101,2,1,2,2016,FALSE
439750329,5,7,21,23,23,25,19,19,1,3,1,2,0,2,1,2,5.33,Female,0,1,0,0,0,0,3,2,107,107,2,0,0,2020,FALSE
615215729,0,9,13,14,17,22,0,23,0,2,0,0,0,1,0,0,5.15,Female,0,1,0,0,0,0,2,2,95,95,2,1,1,2018,TRUE
421016808,1,17,11,11,13,26,9,18,3,2,1,2,1,2,2,2,5.02,Female,1,0,0,0,0,0,3,3,90,90,2,0,0,2017,FALSE
434255006,8,11,18,19,22,28,18,17,1,2,1,2,2,2,1,2,5.87,Female,1,0,0,0,0,0,3,1,114,114,2,0,2,2017,FALSE
744571778,5,12,19,26,30,31,27,25,1,3,1,1,1,1,0,0,5.38,Male,1,0,0,0,0,0,2,2,114,114,2,1,1,2018,FALSE
812870699,3,8,18,16,23,24,16,29,1,1,1,1,0,2,1,0,5.57,Female,0,0,0,0,1,0,1,1,97,97,2,1,0,2017,TRUE
995920216,10,12,20,21,23,23,25,24,3,4,2,2,2,2,2,2,5.03,Female,1,0,0,0,0,0,2,2,94,94,2,2,2,2020,FALSE
279164973,16,20,23,26,26,29,29,29,4,4,2,2,4,3,2,3,5.65,Male,1,0,0,0,0,0,3,1,101,101,2,0,0,2016,FALSE
503824897,2,15,20,20,22,23,6,14,2,2,1,1,1,2,1,2,5.43,Male,0,1,0,0,0,0,4,4,113,113,2,1,1,2018,FALSE
851126959,5,15,14,16,21,26,6,21,1,3,1,2,1,3,1,2,5.33,Male,0,1,0,0,0,0,1,1,114,114,1,0,0,2017,TRUE
984527596,12,21,26,31,25,31,42,48,2,3,1,2,1,2,1,2,5.20,Female,0,1,0,0,0,1,2,1,99,94,0,0,0,2021,FALSE
289240209,21,23,26,28,30,29,43,35,3,4,2,3,2,4,0,2,5.77,Male,1,0,0,0,0,0,2,1,101,101,2,2,2,2016,FALSE
385731900,13,19,23,19,22,28,9,39,3,3,2,3,1,1,2,0,6.12,Male,0,0,0,1,0,0,2,2,104,104,2,2,2,2020,FALSE
852055378,7,5,17,17,22,24,13,31,2,3,1,2,1,2,1,2,5.49,Male,1,0,0,0,0,0,7,4,78,78,1,0,0,2021,FALSE
536934687,15,21,24,27,29,29,41,54,4,4,2,3,2,4,2,2,5.12,Male,0,1,0,0,0,0,2,1,117,108,1,1,2,2021,FALSE
588334264,2,17,17,21,23,28,12,22,1,2,2,2,2,5,1,2,5.41,Male,1,0,0,0,0,0,3,2,115,115,2,1,1,2020,FALSE
503367530,14,17,26,27,27,30,22,31,1,3,1,2,1,2,0,1,5.85,Female,1,0,0,0,0,0,4,2,114,114,1,1,0,2020,FALSE
937704899,10,11,22,17,25,25,30,30,2,3,1,1,2,3,1,3,5.02,Female,1,0,0,0,0,0,2,2,97,97,0,0,0,2017,FALSE
629523696,16,16,23,18,22,27,18,38,2,4,2,1,2,4,1,2,4.65,Male,1,0,0,0,0,0,1,1,95,95,0,0,0,2018,FALSE
942592272,11,11,18,20,26,28,13,34,2,3,1,2,1,0,1,2,5.59,Female,0,0,1,0,0,0,2,2,120,109,2,2,2,2021,FALSE
522531107,10,11,20,19,25,29,20,24,2,3,1,2,2,2,2,2,5.45,Male,1,0,0,0,0,0,2,2,100,100,2,1,2,2018,FALSE
945145631,9,23,29,26,29,28,24,27,3,4,2,2,2,4,1,2,4.97,Male,0,1,0,0,0,1,1,1,99,94,2,1,0,2021,FALSE
217172466,23,23,24,26,28,30,49,38,2,3,1,2,2,2,2,1,5.75,Male,1,0,0,0,0,0,2,2,103,103,2,2,0,2020,FALSE
156125159,15,12,20,20,24,29,9,28,2,2,0,1,1,3,0,2,4.84,Female,1,0,0,0,0,0,1,1,107,96,2,2,2,2021,FALSE
218346928,10,13,17,16,24,28,22,31,2,4,1,2,1,1,1,2,5.26,Female,1,0,0,0,0,0,2,2,92,87,2,0,0,2021,FALSE
587661970,9,17,19,23,24,28,34,40,2,3,1,2,3,2,0,2,4.85,Male,1,0,0,0,0,0,2,1,113,105,2,2,2,2021,FALSE
377221365,11,14,22,20,25,31,46,46,3,2,1,2,2,1,2,2,5.23,Female,1,0,0,0,0,0,1,1,117,108,2,1,1,2021,FALSE
860972187,20,24,30,31,29,30,56,51,2,4,2,2,3,4,2,5,5.48,Male,1,0,0,0,0,0,2,1,94,94,2,1,0,2020,FALSE
126184916,2,6,17,23,25,31,16,22,0,2,1,2,2,2,0,1,5.31,Female,1,0,0,0,0,0,4,4,89,89,2,0,0,2017,FALSE
391237167,8,14,17,17,21,30,14,17,1,2,1,1,0,2,2,2,5.15,Female,1,0,0,0,0,0,1,1,88,88,2,0,0,2018,FALSE
945250737,14,16,22,25,23,28,34,40,2,4,1,2,1,3,2,2,5.17,Female,1,0,0,0,0,0,2,1,117,117,2,2,2,2020,FALSE
526259156,6,15,23,22,21,27,13,29,2,4,1,2,2,4,1,2,4.84,Male,1,0,0,0,0,0,3,3,89,89,2,1,0,2018,FALSE
143594912,4,6,21,19,19,25,17,28,1,2,1,2,0,1,0,1,4.88,Female,1,0,0,0,0,0,2,2,108,108,0,0,0,2018,TRUE
442631918,13,22,27,30,33,29,35,36,2,4,1,2,1,2,0,1,5.26,Female,1,0,0,0,0,0,2,1,101,101,2,2,2,2017,FALSE
144141337,6,12,21,16,18,18,12,22,1,2,1,2,0,0,0,2,4.70,Male,1,0,0,0,0,0,3,2,94,94,2,2,1,2017,TRUE
409064729,22,29,30,29,32,32,55,47,3,3,1,1,1,2,1,2,5.92,Female,1,0,0,0,0,0,3,1,109,109,2,2,2,2020,FALSE
971092333,11,15,16,23,28,30,20,35,3,4,1,2,2,2,2,2,5.61,Male,1,0,0,0,0,0,4,4,102,102,2,2,2,2020,FALSE
422944539,8,13,23,25,23,26,22,38,0,3,0,2,1,2,1,2,5.64,Male,0,1,0,0,0,0,2,2,113,105,2,1,2,2021,FALSE
349526990,14,17,25,29,29,30,29,46,2,3,1,2,1,1,0,2,4.74,Female,1,0,0,0,0,0,2,1,104,104,2,1,1,2020,FALSE
724715511,9,15,24,26,26,30,27,26,2,2,1,2,1,2,2,2,5.28,Female,1,0,0,0,0,0,2,1,117,108,2,2,2,2021,FALSE
355798129,12,18,26,30,28,33,34,34,1,4,1,1,2,2,2,2,5.30,Female,1,0,0,0,0,0,3,2,114,114,2,1,1,2016,FALSE
929017044,9,18,21,25,28,28,23,28,2,2,2,2,0,2,2,2,5.37,Male,1,0,0,0,0,0,2,2,88,88,1,0,0,2018,FALSE
271958686,2,7,10,10,11,15,3,10,1,1,0,1,0,0,0,0,5.08,Female,0,1,0,0,0,0,2,2,97,97,0,0,0,2017,TRUE
582289296,3,12,18,18,22,24,10,21,1,2,1,1,0,1,0,1,5.58,Female,1,0,0,0,0,0,6,5,95,95,1,0,0,2020,FALSE
349864675,9,7,20,23,24,22,15,25,2,2,1,1,1,2,0,1,5.03,Female,0,1,0,0,0,0,2,1,97,97,0,0,0,2016,TRUE
396127694,11,15,20,19,21,27,21,33,1,4,1,2,2,5,0,2,4.60,Male,1,0,0,0,0,0,2,2,120,120,2,0,2,2018,FALSE
790196700,14,24,34,29,29,30,20,33,2,2,1,2,1,1,0,1,6.12,Female,0,1,0,0,0,0,2,2,109,109,2,0,1,2020,FALSE
992972606,8,12,19,21,25,24,2,25,2,2,1,2,0,1,0,2,6.11,Male,0,0,0,0,1,0,2,2,114,102,1,1,1,2021,TRUE
913875042,2,17,23,25,25,28,5,3,0,1,1,1,1,2,1,2,5.59,Male,1,0,0,0,0,0,3,3,92,87,2,1,0,2021,FALSE
852721678,4,17,16,15,16,21,5,5,2,2,0,1,0,2,0,2,5.41,Male,0,0,0,0,1,0,2,2,107,96,2,2,1,2021,TRUE
410960855,8,12,19,27,27,31,3,26,2,4,1,1,1,2,2,2,5.63,Male,0,0,1,0,0,0,2,2,107,107,2,2,1,2020,FALSE
157614613,3,8,16,19,20,28,18,49,2,2,0,1,0,2,0,2,5.20,Male,0,1,0,0,0,0,2,1,95,93,0,0,0,2021,FALSE
144403358,11,12,21,21,26,27,42,32,1,3,0,2,0,2,0,2,4.94,Female,0,1,0,0,0,0,2,1,114,114,2,1,0,2016,FALSE
282740451,19,28,28,27,30,30,54,50,2,4,1,2,2,5,2,2,5.72,Female,1,0,0,0,0,0,2,2,113,113,1,1,1,2020,FALSE
584200947,8,12,20,20,24,30,18,31,2,3,1,2,1,3,2,2,4.94,Female,0,0,1,0,0,0,3,3,115,115,2,2,2,2020,FALSE
891113373,12,24,27,26,27,28,15,41,2,4,1,2,2,4,2,3,5.31,Female,1,0,0,0,0,0,2,1,95,95,2,0,0,2020,FALSE
399945616,12,19,25,24,27,30,17,38,3,4,2,1,2,1,2,2,4.93,Male,1,0,0,0,0,0,2,1,90,90,1,0,0,2018,FALSE
548097044,8,17,22,24,26,28,27,34,2,3,1,2,2,2,1,2,5.38,Female,1,0,0,0,0,0,3,1,114,114,2,1,1,2018,FALSE
606622912,11,13,22,25,28,28,22,37,3,3,1,2,1,3,0,2,5.02,Female,1,0,0,0,0,0,1,1,95,95,2,0,0,2018,FALSE
198067470,10,12,25,26,25,26,38,35,4,3,2,2,4,4,2,3,5.13,Male,1,0,0,0,0,0,2,1,120,120,2,0,2,2016,FALSE
251846800,9,19,21,20,21,28,18,36,2,3,1,2,1,2,2,2,5.19,Female,0,0,0,1,0,1,2,2,99,94,2,1,1,2021,FALSE
619968183,4,9,11,11,19,28,13,12,0,3,1,2,0,1,0,2,5.47,Female,1,0,0,0,0,0,2,1,93,93,1,1,1,2018,TRUE
350796566,13,17,22,27,28,28,22,32,3,3,1,1,2,2,1,0,5.50,Male,1,0,0,0,0,0,2,1,94,94,2,1,0,2018,FALSE
934377475,15,21,24,19,22,23,19,27,1,1,1,2,2,1,0,1,5.52,Male,0,1,0,0,0,1,2,2,95,95,2,1,1,2017,FALSE
410905491,6,7,14,14,15,22,17,7,1,3,1,1,1,1,0,1,5.32,Male,0,1,0,0,0,0,3,3,120,120,2,2,0,2018,FALSE
106107536,15,19,22,24,24,29,34,31,1,3,1,1,1,2,2,2,4.93,Female,1,0,0,0,0,0,2,1,95,95,0,0,0,2018,FALSE
669305973,5,5,19,15,21,24,37,32,1,2,1,1,2,2,1,1,5.18,Male,1,0,0,0,0,0,3,2,103,103,2,0,1,2017,FALSE
852123138,0,0,12,12,8,11,3,11,0,1,1,1,0,2,0,1,5.13,Male,0,1,0,0,0,0,3,2,116,116,2,0,2,2020,FALSE
620252781,10,12,22,22,18,24,13,16,2,2,1,1,1,2,0,1,4.98,Female,1,0,0,0,0,0,4,4,92,92,2,0,0,2020,FALSE
174859722,11,13,19,27,26,30,13,28,1,2,0,1,0,2,0,2,4.76,Female,0,1,0,0,0,1,2,2,114,114,0,0,0,2020,FALSE
812439973,15,20,21,29,30,30,33,33,2,3,1,3,2,2,0,3,5.61,Female,1,0,0,0,0,0,2,1,101,101,2,1,1,2016,FALSE
730355342,12,24,25,24,28,31,28,26,2,5,2,3,2,5,2,2,5.56,Male,1,0,0,0,0,0,2,1,105,105,2,2,2,2020,FALSE
231539568,11,19,26,26,27,29,30,29,3,4,1,2,2,2,2,2,5.50,Female,1,0,0,0,0,0,3,2,114,114,2,1,1,2018,FALSE
